event_id,event_time,user_id,ip_id,device_id,country,auth_method,login_success,is_fraud,fraud_confirmed_at
6745,2025-01-01 18:52:39.342247926,u_0201,public_ip_038,dev_u_0201_1,RU,password,1,0,
13602,2025-01-01 18:57:29.780623502,u_0407,ip_u_0407_0,dev_u_0407_0,RU,password,1,0,
3717,2025-01-01 18:57:56.872813354,u_0111,newip_003717,dev_u_0111_0,US,password,1,0,
1805,2025-01-01 18:59:00.285742033,u_0054,public_ip_035,dev_u_0054_1,RU,password,1,0,
15655,2025-01-01 19:19:46.595203728,u_0468,public_ip_031,dev_u_0468_0,RU,sms,1,0,
734,2025-01-01 19:22:22.830387955,u_0021,ip_u_0021_2,dev_u_0021_0,RU,password,1,0,
12730,2025-01-01 19:30:22.576684317,u_0381,newip_012730,dev_u_0381_0,RU,password,1,0,
18231,2025-01-01 19:45:06.027202959,u_0170,attacker_ip_033,attacker_dev_035,TR,password,1,1,2025-01-08 18:45:06.027202959
12244,2025-01-01 19:52:18.229923255,u_0367,ip_u_0367_0,newdev_012244,RU,password,1,0,
18227,2025-01-01 19:54:30.027202959,u_0058,attacker_ip_033,attacker_dev_035,TR,sms,1,1,2025-01-03 00:54:30.027202959
18232,2025-01-01 19:56:19.027202959,u_0165,attacker_ip_033,attacker_dev_035,TR,password,1,1,2025-01-05 10:56:19.027202959
2674,2025-01-01 19:57:42.314447032,u_0080,ip_u_0080_0,dev_u_0080_0,RU,password,1,0,
9566,2025-01-01 19:57:52.506662206,u_0287,public_ip_016,dev_u_0287_0,RU,password,1,0,
18230,2025-01-01 19:58:36.027202959,u_0207,attacker_ip_033,attacker_dev_035,TR,password,1,1,2025-01-06 06:58:36.027202959
3425,2025-01-01 20:01:22.476324769,u_0102,ip_u_0102_2,dev_u_0102_0,RU,password,1,0,
17581,2025-01-01 20:04:06.814904673,u_0270,corp_ip_014,dev_u_0270_0,RU,sms,1,0,
17587,2025-01-01 20:09:07.814904673,u_0054,corp_ip_014,dev_u_0054_0,RU,password,1,0,
17590,2025-01-01 20:09:28.814904673,u_0078,corp_ip_014,dev_u_0078_0,RU,password,1,0,
13745,2025-01-01 20:10:22.156105536,u_0412,newip_013745,dev_u_0412_0,RU,password,1,0,
18228,2025-01-01 20:14:32.027202959,u_0152,attacker_ip_033,attacker_dev_035,TR,password,0,1,2025-01-07 04:14:32.027202959
17578,2025-01-01 20:17:30.814904673,u_0145,corp_ip_014,dev_u_0145_0,RU,sms,0,0,
17592,2025-01-01 20:21:58.814904673,u_0152,corp_ip_014,dev_u_0152_1,RU,sms,1,0,
18229,2025-01-01 20:22:07.027202959,u_0124,attacker_ip_033,attacker_dev_035,TR,password,1,1,2025-01-04 03:22:07.027202959
17583,2025-01-01 20:25:20.814904673,u_0451,corp_ip_014,dev_u_0451_0,AM,app,1,0,
6520,2025-01-01 20:26:58.048285448,u_0194,ip_u_0194_3,dev_u_0194_0,RU,password,1,0,
17580,2025-01-01 20:27:11.814904673,u_0489,corp_ip_014,dev_u_0489_0,RU,password,1,0,
6958,2025-01-01 20:31:07.752764340,u_0208,public_ip_004,dev_u_0208_2,AM,sms,1,0,
17582,2025-01-01 20:32:46.814904673,u_0366,corp_ip_014,dev_u_0366_0,KZ,app,1,0,
10403,2025-01-01 20:34:56.027158574,u_0311,newip_010403,dev_u_0311_0,AM,password,1,0,
9671,2025-01-01 20:36:01.848698441,u_0290,ip_u_0290_0,dev_u_0290_0,AM,password,1,0,
6455,2025-01-01 20:36:58.157365154,u_0192,ip_u_0192_1,dev_u_0192_0,RU,password,1,0,
17576,2025-01-01 20:41:00.814904673,u_0239,corp_ip_014,dev_u_0239_0,RU,password,1,0,
17591,2025-01-01 20:41:35.814904673,u_0350,corp_ip_014,dev_u_0350_1,KZ,sms,1,0,
17585,2025-01-01 20:41:42.814904673,u_0131,corp_ip_014,dev_u_0131_0,RU,password,1,0,
10969,2025-01-01 20:43:39.471118676,u_0329,ip_u_0329_0,dev_u_0329_1,RU,password,1,0,
17588,2025-01-01 20:44:25.814904673,u_0418,corp_ip_014,dev_u_0418_0,RU,sms,1,0,
17586,2025-01-01 20:47:09.814904673,u_0342,corp_ip_014,dev_u_0342_0,BY,sms,1,0,
17589,2025-01-01 20:47:28.814904673,u_0178,corp_ip_014,dev_u_0178_0,BY,sms,1,0,
17575,2025-01-01 20:48:06.814904673,u_0377,corp_ip_014,dev_u_0377_0,AM,app,1,0,
1603,2025-01-01 20:53:27.956353910,u_0048,public_ip_042,dev_u_0048_0,NL,app,1,0,
17584,2025-01-01 20:53:56.814904673,u_0159,corp_ip_014,dev_u_0159_0,RU,app,1,0,
17579,2025-01-01 20:54:49.814904673,u_0027,corp_ip_014,dev_u_0027_0,RU,password,1,0,
17577,2025-01-01 20:56:42.814904673,u_0281,corp_ip_014,dev_u_0281_1,AM,app,1,0,
2370,2025-01-01 20:56:52.629246565,u_0070,ip_u_0070_1,dev_u_0070_0,RU,app,0,0,
14015,2025-01-01 21:16:41.339779738,u_0419,ip_u_0419_1,newdev_014015,RU,password,1,0,
7588,2025-01-01 21:17:52.719361960,u_0227,public_ip_012,dev_u_0227_0,RU,app,1,0,
11090,2025-01-01 21:20:42.166287274,u_0332,ip_u_0332_0,dev_u_0332_1,RU,sms,0,0,
10115,2025-01-01 21:24:35.581181253,u_0303,public_ip_020,dev_u_0303_0,RU,password,1,0,
11403,2025-01-01 21:31:38.775638927,u_0342,public_ip_047,dev_u_0342_1,BY,app,1,0,
6844,2025-01-01 21:53:00.161383462,u_0204,ip_u_0204_0,newdev_006844,RU,password,1,0,
9692,2025-01-01 21:59:10.822686552,u_0291,ip_u_0291_0,dev_u_0291_1,BY,app,1,0,
10711,2025-01-01 22:02:55.931445932,u_0321,public_ip_032,dev_u_0321_0,RU,app,1,0,
2601,2025-01-01 22:14:48.927535929,u_0078,newip_002601,dev_u_0078_0,RU,password,1,0,
10134,2025-01-01 22:25:33.407822978,u_0303,public_ip_009,dev_u_0303_0,RU,password,1,0,
16537,2025-01-01 22:25:46.591765321,u_0494,ip_u_0494_1,newdev_016537,RU,password,1,0,
2173,2025-01-01 22:35:13.430540163,u_0064,public_ip_009,dev_u_0064_1,GE,sms,1,0,
10700,2025-01-01 22:41:32.742674808,u_0320,public_ip_007,dev_u_0320_0,KZ,sms,0,0,
14499,2025-01-01 22:47:45.988552052,u_0434,ip_u_0434_0,dev_u_0434_0,RU,sms,1,0,
7063,2025-01-01 22:55:49.213550261,u_0211,public_ip_025,dev_u_0211_0,KZ,password,1,0,
16690,2025-01-01 23:05:51.285312919,u_0498,ip_u_0498_2,dev_u_0498_1,AM,sms,1,0,
8008,2025-01-01 23:18:12.000885310,u_0240,ip_u_0240_0,dev_u_0240_0,RU,app,0,0,
4479,2025-01-01 23:49:43.156074813,u_0134,ip_u_0134_0,dev_u_0134_0,RU,password,1,0,
3192,2025-01-01 23:58:38.541871077,u_0095,ip_u_0095_0,dev_u_0095_0,RU,sms,1,0,
14710,2025-01-02 00:02:08.539518941,u_0440,ip_u_0440_0,dev_u_0440_1,BY,app,1,0,
2457,2025-01-02 00:16:41.692645677,u_0073,public_ip_031,dev_u_0073_0,BY,sms,1,0,
1149,2025-01-02 00:20:04.271963931,u_0035,newip_001149,dev_u_0035_1,RU,password,1,0,
8407,2025-01-02 00:22:18.694641124,u_0252,ip_u_0252_0,dev_u_0252_0,RU,password,1,0,
3008,2025-01-02 00:50:36.102728311,u_0090,public_ip_046,dev_u_0090_0,KZ,password,1,0,
12992,2025-01-02 00:57:04.223710205,u_0389,ip_u_0389_0,dev_u_0389_0,RU,app,1,0,
14453,2025-01-02 00:58:24.655896210,u_0432,ip_u_0432_2,dev_u_0432_0,RU,password,1,0,
4882,2025-01-02 01:05:48.334343230,u_0145,public_ip_029,dev_u_0145_0,RU,sms,0,0,
12181,2025-01-02 01:07:33.169176153,u_0365,ip_u_0365_0,dev_u_0365_0,RU,sms,1,0,
15969,2025-01-02 01:18:10.572305611,u_0478,ip_u_0478_1,newdev_015969,RU,app,1,0,
16180,2025-01-02 01:20:58.245520938,u_0484,ip_u_0484_0,dev_u_0484_0,RU,app,1,0,
7397,2025-01-02 01:25:32.434021028,u_0221,ip_u_0221_1,dev_u_0221_0,BY,password,1,0,
10277,2025-01-02 01:25:55.398378575,u_0307,ip_u_0307_1,dev_u_0307_0,RU,password,1,0,
3703,2025-01-02 01:26:55.185152180,u_0110,ip_u_0110_0,dev_u_0110_1,RU,password,1,0,
35,2025-01-02 01:31:13.294061894,u_0001,public_ip_017,dev_u_0001_0,KZ,password,1,0,
5982,2025-01-02 01:41:34.422135326,u_0178,ip_u_0178_1,dev_u_0178_0,BY,password,1,0,
10352,2025-01-02 02:01:26.680763657,u_0310,ip_u_0310_0,dev_u_0310_1,RU,password,1,0,
13560,2025-01-02 02:02:07.234543765,u_0406,ip_u_0406_0,dev_u_0406_0,BY,sms,1,0,
4662,2025-01-02 02:02:14.842177058,u_0139,newip_004662,dev_u_0139_0,RU,password,0,0,
7647,2025-01-02 02:14:47.125983520,u_0229,ip_u_0229_0,dev_u_0229_0,RU,password,1,0,
1646,2025-01-02 02:16:15.220092126,u_0049,public_ip_043,dev_u_0049_0,RU,password,1,0,
1923,2025-01-02 02:16:49.381970791,u_0057,ip_u_0057_0,dev_u_0057_1,AM,password,1,0,
5416,2025-01-02 02:16:57.129021401,u_0161,ip_u_0161_0,dev_u_0161_1,RU,password,1,0,
9080,2025-01-02 02:26:53.286747548,u_0273,ip_u_0273_2,dev_u_0273_1,RU,password,1,0,
11301,2025-01-02 02:32:36.056134654,u_0338,ip_u_0338_0,newdev_011301,BY,password,1,0,
11898,2025-01-02 02:41:31.094196265,u_0356,ip_u_0356_0,dev_u_0356_0,RU,password,1,0,
5524,2025-01-02 02:48:02.272380636,u_0165,ip_u_0165_1,dev_u_0165_0,RU,password,1,0,
4481,2025-01-02 02:49:48.574287016,u_0134,ip_u_0134_1,dev_u_0134_1,RU,password,1,0,
11336,2025-01-02 02:57:42.168291910,u_0340,public_ip_007,dev_u_0340_0,BY,password,1,0,
5558,2025-01-02 03:05:27.142696385,u_0166,ip_u_0166_0,dev_u_0166_0,RU,password,1,0,
3735,2025-01-02 03:17:39.203947450,u_0111,ip_u_0111_0,dev_u_0111_0,RU,password,1,0,
